label;prolific_id;response_lower;entrained;condition;gender_participant;age;sim;stimuli_order;set;order;f;experiment;group;gender_partner;randomBlock
tub;dea0be2211229b7e60eaea92f877052936e0ad6f;bath;0;L;male;24;0.2898;6;2;1;0;experiment 1;no prime;NA;NA
tub;35af1f8081dd02dc3de3f43697cd7ca9a36ea30e;tub;1;L;male;26;0.2075;6;2;1;0;experiment 1;no prime;NA;NA
tub;6cec1d442218be6d22d097bfa5032d825242c1ba;tub;1;L;male;22;0.3503;6;2;1;0;experiment 1;no prime;NA;NA
tub;7fefa1ccae1cf7bb8cc2f651e89c4aca2f84796c;bath;0;L;male;23;0.2995;6;2;1;0;experiment 1;no prime;NA;NA
tub;14a0a5f6dd49b37a9dc361f42dbcd376c1fa1346;bath;0;L;male;28;0.4554;6;2;1;0;experiment 1;no prime;NA;NA
tub;7cc015ad89e8725d6f84f3819e2616b32aea2867;bath;0;L;male;29;0.142;6;2;1;0;experiment 1;no prime;NA;NA
tub;cea76916ac43069c6cddf08bc9a7ddecf24d4fcd;bath;0;L;male;29;0.3001;6;2;1;0;experiment 1;no prime;NA;NA
tub;c21ef259d4c7d5599b29803443f1c9a1c6d30a14;tub;1;L;male;22;0.3486;6;2;1;0;experiment 1;no prime;NA;NA
tub;5354054735d4c389d4217f95dd885b4895931399;bath;0;L;male;25;0.1205;6;2;1;0;experiment 1;no prime;NA;NA
tub;f9d1f110c6150857f160a26e7586e2b1b256cbdd;bathtub;0;L;male;22;0.3219;6;2;1;0;experiment 1;no prime;NA;NA
tub;e86b86f24e343dc630c9a27ce3b84a432d80776a;tub;1;L;male;21;0.1943;6;2;1;0;experiment 1;no prime;NA;NA
tub;bf67938f3846f72a25e71283b4133efac3228ab3;tub;1;L;male;21;0.3316;6;2;1;0;experiment 1;no prime;NA;NA
tub;c47ef2ee92e5246e0b650ab3574049ed5a3f21ec;bath;0;L;male;28;0.3077;6;2;1;0;experiment 1;no prime;NA;NA
tub;f35c47179c14434c54f71a591f90b000e96cbe62;tub;1;L;male;28;0.2836;6;2;1;0;experiment 1;no prime;NA;NA
tub;caa6c441bcd98d4116c8a258e7b3c0b1b0eb0f62;bath;0;L;male;22;0.2745;6;2;1;0;experiment 1;no prime;NA;NA
tub;5a18a50022a6d6ccdc098ce1e7d0be05d627d058;bath;0;L;male;30;0.3416;6;2;1;0;experiment 1;no prime;NA;NA
tub;49dc132587c1d7748243891e366433fc9738a977;itsabathbro;0;L;male;27;0.2322;6;2;1;0;experiment 1;no prime;NA;NA
tub;6884c7b5f1c6263a978e770142009d76ff12033d;bathtub;0;L;male;29;0.3454;6;2;1;0;experiment 1;no prime;NA;NA
tub;7d08c8f1cfb85b42cd48b7847e447adcc36f0c29;bath;0;L;male;26;0.208;6;2;1;0;experiment 1;no prime;NA;NA
tub;53721adc7dbead2af8407ea7c6767d57f2c740cc;tub;1;L;male;30;0.2837;6;2;1;0;experiment 1;no prime;NA;NA
tub;571ee092a869ecc09740c01a4cae424dfd24b11a;bathtub;0;L;male;22;0.315;6;2;1;0;experiment 1;no prime;NA;NA
tub;aa8ee6a4080d5ae1250c61b5cfcb72c76d188d93;bathtub;0;L;male;23;0.3061;6;2;1;0;experiment 1;no prime;NA;NA
tub;fdcc953049903fd381969d098189fbb1467da1e0;bath;0;L;male;24;0.3591;6;2;1;0;experiment 1;no prime;NA;NA
tub;d4eb286f0affc18546e935a19a5f819e815152e7;bathtub;0;L;male;20;0.3345;6;2;1;0;experiment 1;no prime;NA;NA
tub;8980f929a904527fe2db30a1d19e12e70f6822ad;bath;0;L;male;23;0.2936;6;2;1;0;experiment 1;no prime;NA;NA
tub;cd2a71df4a59113c44ef6c6a6c98b46099a1cb79;bathtub;0;L;male;24;0.32;6;2;1;0;experiment 1;no prime;NA;NA
spectacles;fc2f3864bae1b1db60154104e8ffe03f04a039c8;glasses;0;L;female;25;0.507;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;62ba14e06e81ef0703b63f58d50e2c95dbf6c521;spectacles;1;L;female;29;0.24;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;00904d9e9077ef6e5d1108ff0ac82fff697e614d;glasses;0;L;female;29;0.3857;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;c88933ebec85f8e42ce556fdcd45d93883aaea19;glasses;0;L;female;22;0.2905;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;d53ef7adb23762e7350c2d61f3d40c33695d59fc;glasses;0;L;female;27;0.4047;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;936a44b9cd3bbf0a384778937e112c994c636b26;glasses;0;L;female;25;0.3493;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;d29930a804058d26bf2340b5d2cf0f2234b00491;glasses;0;L;female;29;0.4615;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;feeddd4f78f0e81648f9d05501fe5406e2c3b08f;glasses;0;L;female;20;0.3283;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;e354ac7eaf3a2ae2741763f6f00756610f4af038;glasses;0;L;female;23;0.3948;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;0ae43b6bf83b2e0f02735a6b75ba53bb2a250532;glasses;0;L;female;23;0.2349;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;be65d3fb07a0838ae5c4494b9679d6250271150e;glasses;0;L;female;22;0.3359;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;a6e5b220ce5feda0db13604e49fa9726b1f687d6;glasses;0;L;female;29;0.2648;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;fe3c5fc86cc4704acabfb85585b599c62beeb3aa;spectacles;1;L;female;30;0.1676;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;db74f9a72103e9f74b246279cfe76555585f86b6;glasses;0;L;female;27;0.2756;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;699b628494685dc552998c05262fb7107c7330ed;glasses;0;L;female;27;0.3414;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;0a9e0aa15f18aec2e47e7bf9eb7dcc00bae38763;glasses;0;L;female;29;0.2597;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;6b0d6b8eca26fe24d4bc658f0353bf4fd7d17157;spectacles;1;L;female;23;0.3642;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;b6352a3c9903116e90280414447c92230c0c4105;glasses;0;L;female;25;0.3597;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;5ba72b04a6331ef8a418905d5929c5b58a3dacfd;spectacles;1;L;female;21;0.4551;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;12ce0db00e47f8edff73a56c42d3d57b565f483f;glasses;0;L;female;27;0.4304;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;267000c6e84060105981a0bb41273295039e7479;spectacles;1;L;female;30;0.4137;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;0deb90de2933b848357f733a8a5570152dc3a656;glasses;0;L;female;26;0.4149;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;58e6a036b12d25e8f4bd4db5c9613d30949ab626;glasses;0;L;female;28;0.3183;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;42bb7cbabbbf88a555e70c605dd71d8cb6a67726;glasses;0;L;female;27;0.2287;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;85a0bbc461aab5f312ecee44b2c49f4773328263;glasses;0;L;female;25;0.3541;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;0f15dec44214bda7ac8686b7a1ebebbb3835bbc7;glasses;0;L;female;25;0.3725;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;3402e88484f3a657e306f5888e86c652b2abbca1;glasses;0;H;female;22;0.4195;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;1cfe3ae2f522c99e03f1a8de388289eab4ca4bb3;glasses;0;H;female;26;0.2863;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;e574a1c54a7d4dbd668fe32bdb08408db84a6124;glasses;0;H;female;30;0.2388;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;c5461fb3df34f92cece719d211a41381f0d8284b;glasses;0;H;female;25;0.2363;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;0f6bb6f9a82a2830206ac2b0a49cc5b526f4c578;glasses;0;H;female;30;0.5184;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;1ae5fdb3801bc575d4ccd479ba82c5909c9688ba;glasses;0;H;female;27;0.5512;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;7e43ac84d3fcaa464773b37e84ae21fd43b4f671;glasses;0;H;female;25;0.3268;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;7674af8a90cc342f30a542a8e9d832e3b3ada406;glasses;0;H;female;23;0.4143;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;7951f2cdc399bf5bd8b0e35a73fc4b381c4bed33;glasses;0;H;female;24;0.3636;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;caeb1feb2225f92e40934ea62bf4ffaf89cbea80;glasses;0;H;female;22;0.3764;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;c26a6ecee27b10b0f6a61db458b45399ab32159a;glasses;0;H;female;27;0.4131;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;b2812366a195cc7a65833c0ea541bc0470f78f7f;glasses;0;H;female;26;0.3232;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;f9583bf8055758a4d350384d6a6aab79eb4824cc;glasses;0;H;female;23;0.4094;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;9a84d8245c70bee23717f2ac0c01da9b77f6e22c;glasses;0;H;female;20;0.3829;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;84b5c8783910c396bd5af9547813152d4e9ea77b;glasses;0;H;female;24;0.3169;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;10118832f20a42ca9ca828da2e8fcd48a207f256;spectacles;1;H;female;22;0.3219;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;a4eea5553e230985c1ea5195f7eb77d3d428ad7e;glasses;0;H;female;21;0.3636;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;6e92fcef4028bb65206aac6b2e74d9d524115baf;eyeglasses;0;H;female;30;0.2488;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;25aa691040e3798ddf285776cddad172ba90d769;glasses;0;H;female;28;0.3768;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;48aa63e709c5eb37b063e70e8428e1750a1fa29e;glasses;0;H;female;26;0.2206;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;9fb39a6d9690d2f922dd76e52838718cf13ddd42;glasses;0;H;female;28;0.3942;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;4e113922b98c2366c74ad589a405e128d2f09b98;glasses;0;H;female;26;0.2513;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;4b37aedfae007a2fbe5ff11db1288bdf8b93a7b2;glasses;0;H;female;27;0.3042;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;24424951ec431287906b0e6d3788c05c1d59af0c;glasses;0;H;female;23;0.4007;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;c58bdb9b929e8bd6f293e218c8ff2d15bed112e8;spectacles;1;H;female;21;0.3122;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;7bce413172fa069cf6012eca2dca9298a625ab5a;glasses;0;H;female;22;0.4665;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;213b949e2a01f33488784b1d5ff308b9aa03bff6;glasses;0;H;female;23;0.3358;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;60977a0c21d2cca73ee270fecf6285124c2416f6;glasses;0;H;female;22;0.4078;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;4f2e2ed997b598ac5ad3194dad51c209f8ae9d61;glasses;0;H;female;29;0.3332;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;6966f0931ee30502666852bfd9282f73adf39cf1;glasses;0;H;female;22;0.2455;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;462229963959fdfa85f9baedb9a5108435ab7fa5;glasses;0;H;female;29;0.4587;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;db44212347c01eb9b17283c4fb89a713f62f21b5;glasses;0;H;female;22;0.3664;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;d5306cf6019de7c727da748ad116ee8809f0b5d0;glasses;0;H;female;30;0.4361;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;921c1e4e0530da72a02848a0ab627af5f3e18695;glasses;0;H;female;28;0.3532;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;d2b327ef16bf9fe7242ae4ebe079b45b6fb06eaf;glasses;0;H;female;27;0.4093;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;45e72b936f4a61c20f71d594d263093cb93508d7;spectacles;1;H;female;27;0.2122;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;e85bf5bba6a3ff97686871436189da599ecffaa0;glasses;0;H;female;22;0.4487;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;f69e361cfb885a58097d59fbacf5de21c52f0201;glasses;0;H;female;25;0.246;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;0b8312fa5f0f5643a9014a28bed0c1e881d78589;spectacles;1;H;female;23;0.3177;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;8e3e764e9bbe52b740807d68ddaf01b16b2fde7d;glasses;0;H;female;25;0.3444;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;c777126b491a313ba4750ad3908370d9c9f93188;glasses;0;H;female;28;0.3742;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;0145a7fc9dd096d7419a46dbdee3e1abd569223f;glasses;0;H;female;24;0.3435;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;1180de389df859f523fd99321c62603fe8b4cc6e;glasses;0;H;female;29;0.2251;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;9b8ae110747fb06429f67a0ac6d23819655b2d80;glasses;0;H;female;22;0.2091;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;6b28368167370d6391a844b3583cad1625bebef9;glasses;0;H;female;21;0.3349;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;2adba5364d326287b977be4cfaf9fd65472a6744;glasses;0;H;female;26;0.3603;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;8b9946fc7b5f68b0a6521b25e03dc34fec1a33ae;glasses;0;H;female;30;0.3058;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;75ed65bb6d8f023da74c31a5d5a81195ef5d4eb3;glasses;0;H;female;21;0.4079;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;910a16866b26c9994e04759718bc8c91fe2adab6;glasses;0;H;female;24;0.2776;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;69f9fd1e7b5d72d0e00280f2822214a0cd38b5eb;glasses;0;H;female;30;0.4905;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;b7258b877524c800dc564b681b2b97052e656817;glasses;0;H;female;30;0.2628;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;6727af98c8fd8985d4067d8676e40c7c1d7a3312;glasses;0;H;female;22;0.3389;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;62e898ff2ca0ad5d68d82f1f2bfd6b09cbe2adb8;glasses;0;H;female;26;0.2491;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;63b86bc4543b3b976238a308aedb5843086ad607;glasses;0;H;female;28;0.2478;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;46a90e5e60bff735df36e031593fd18958359a82;glasses;0;H;female;25;0.3098;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;fa6f610ac4141918bf967cced76e3fb94cdf82b9;glasses;0;H;female;24;0.2008;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;f75a22a4958f1b9fa0c1c2c58f518b250c278f5e;glasses;0;L;female;29;0.4494;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;930e5549449163b32bb273949176fe3b66c7b5b5;glasses;0;L;female;25;0.3415;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;234a04cafb72fd63598c1f1fde1a7e11840b60fa;glasses;0;L;female;22;0.3745;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;0d5f62cebd7145c5338e5f41196da6ed8271ffa4;glassess;0;L;female;21;0.3195;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;c999dcc33d4158d34d629b963449df4e3e7bdb37;glasses;0;L;female;30;0.3344;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;49c1514cb90240b7ff201e40f5d3490104b1c1b8;glasses;0;L;female;25;0.1887;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;19eadbbab91c09803dd9272f8467bf9d103d53a3;glasses;0;L;female;28;0.4798;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;0018b72973ef168e5fdf6cf941b8456101e75b03;glasses;0;L;female;26;0.2451;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;961d032cab8e25aad6c1ef0eb607f0802b163bd4;glasses;0;L;female;30;0.3684;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;ed99170b4fd94dfe6ee91fe760fc51213c5f5811;glasses;0;L;female;23;0.3392;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;eb970da0366e3e63a6147d4072775fadb34b839f;specs;0;L;female;25;0.1746;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;72bc411c97e58142a318d22852ff77b1f09dc404;glasses;0;L;female;25;0.2525;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;9dcf99e506f9a86c93657edf0bedf08028f2e3e6;spectacles;1;L;female;22;0.5528;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;880e21f7f116351d56b78a845471e32c98d9d05a;glasses;0;L;female;26;0.2639;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;1bc69aaa3513519b2e5c3bac6be37c1700a00a1f;glasses;0;L;female;30;0.4727;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;967e18ab2e452e29ba50dc6bad172f88ac584afd;glasses;0;L;female;29;0.4459;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;be3a4bf0acd75184a416f4fbfc8a93b3a75e91a2;glasses;0;L;female;26;0.5109;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;978d7e7d6ca7adc5358da74e5c52c7254b18d121;glasses;0;L;female;24;0.3125;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;574394d96fb0d43e4abd2452e6854829888dd965;glasses;0;L;female;30;0.3078;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;dea4be8ec19451897541bb9859796153b30e75c9;glasses;0;L;female;28;0.4222;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;013f696893e5b34fb881c09dd2ab29ced6a879d7;spectacles;1;L;female;28;0.3824;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;a9cdbe6553fa0cea78c8b0d60c8624a287839144;glasses;0;L;female;25;0.4754;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;b8d2861612c7499ac6f6cb06f64f28ddf6077265;glasses;0;L;female;25;0.2744;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;ea293119d61fcc9bc1790a1065f9f2093e683149;glasses;0;L;female;23;0.3487;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;31bba11adc7cffea78ff62703ffa0f93c4c1a90a;glasses;0;L;female;28;0.2471;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;7e73367a9691ae390ffc55835eeffbb63571c2b7;glasses;0;L;female;28;0.4056;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;c0cb4e0def49c697883002522dc35200ce22e312;glasses;0;L;female;24;0.3542;7;2;1;0;experiment 1;no prime;NA;NA
spectacles;75d206003072129bb621d32ee9f80fb2a500f5c1;glasses;0;L;male;22;0.1717;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;2f538c77b2b7d66afe1f0b736c581a799f941453;glasses;0;L;male;23;0.34;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;030e9ae748db4c8ca36f5bef71119d70ebbfaf6e;glasses;0;L;male;26;0.3063;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;e45e7040780d41503fb68b6ab75f46c67dc809b8;glasses;0;L;male;24;0.3053;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;aab27406d502d7d187df42d21c8524118da03c5e;spectacles;1;L;male;24;0.3559;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;cd87264fa85ab6c20fe645f59b7ee0f69bc49ea3;glasses;0;L;male;27;0.0936;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;187281057f5337f83c5b54c8a152ef2715125b80;glasses;0;L;male;27;0.2202;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;0b57a415aa160996fcc056c98879858878f6bbcd;glasses;0;L;male;24;0.2605;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;cb7e8e1be27f97e8962a816054b100d3e512742a;glasses;0;L;male;30;0.2566;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;18c312bad1d17546c51892cbc3cfdc9f8e3e8ee2;glasses;0;L;male;22;0.2873;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;d50f25e63c690cde38f8472327283516d9677374;spectacles;1;L;male;28;0.3647;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;a6fde1e28954281a516ffcdeb22e77fc73d63a08;glasses;0;L;male;24;0.2685;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;4db19d7da6b1ef9356d5067a5f3ffb2c3f7340e5;spectacles;1;L;male;23;0.3932;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;a0745682ff0707eea012ebb09d8d4c1a7741e4f0;spectacles;1;L;male;30;0.3057;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;0a44352e38526c9c1468c995b53fa7457e79a2ae;glasses;0;L;male;25;0.3306;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;778d3a0ed98ef3f0961e0b60b9a001be318cae1b;glasses;0;L;male;27;0.1475;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;c63aa73ee3400ed0c427e179ae10f56556929c1b;glasses;0;L;male;29;0.3328;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;8cbba4bcc82f7bb1de2b629b8e7cbdae15135ffb;robot;0;L;male;22;0.1809;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;071419ad3b32bbfaf1d5f658bc474e4e13bdb39a;glasses;0;L;male;30;0.3049;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;82ab9e040fbafe2d3a6c2bf94241e2ca21461ba2;glasses;0;L;male;26;0.2117;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;6f609a23fe7823760e10f1e56b505a4854d3a5c1;glasses;0;L;male;25;0.2016;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;6076bee3e0f1edb3aae1dc925b0d91f7b4d5f54f;glasses;0;L;male;21;0.3035;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;bbcd6a3f61d9581e2b77a771d0685f6daa6dca69;glasses;0;L;male;22;0.2412;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;bfcbee699799cffaede778d655bcf9dceacb3972;glasses;0;L;male;24;0.2026;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;9d0f1b97cf76d001baac4edbbdf1ed55f8b90681;glasses;0;L;male;29;0.2415;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;3c2601fdd75a270a9c8cd23863f71f133feee96e;glasses;0;L;male;25;0.3359;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;f909b82cee9dd4c96f425c4ea2005052d5aa715a;glasses;0;L;male;27;0.2942;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;4af7b040d7416d1ac7bcdc0b4a3acc9b7c062b71;glasses;0;H;male;24;0.1929;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;e11069a37da058b42cd4d15559890ca798c9b2fc;glasses;0;H;male;30;0.5363;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;cc80fbedf28bbe3b6c37ef8dd2aa83772926be91;glasses;0;H;male;20;0.4578;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;824c91e3f944545111881f0fa3b972ede41916bb;glasses;0;H;male;25;0.249;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;27c2f83cd4c56ebc060aaf150ad28b6c866c017d;glasses;0;H;male;24;0.3423;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;4ea64ff5ab8259d646b56b80d7373dedf15ec145;glasses;0;H;male;21;0.4035;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;fc8c9c87aaf97503e650c9f5a855b78215ee47ed;glassses;0;H;male;28;0.4521;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;c9b2831bdfee1d3027793ead58d1c1c455224d4c;;0;H;male;20;0.2983;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;e9ef2f61c247b8cb4df923e445e2335bd8d39752;glasses;0;H;male;25;0.4006;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;2a6c5ceac8294aee2a8ca35cd99178307c4594cf;specs;0;H;male;29;0.3801;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;593d98827e695b7327bf6ee1ac15f892340aebf1;glasses;0;H;male;23;0.4228;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;4f85324d487a42170d1d4722c7ed1cc542f86103;glasses;0;H;male;29;0.2671;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;b1366cc2b41534f4110be00f586890b94a169ad9;glasses;0;H;male;19;0.2549;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;646113df3939fce0e1402270ae629fc6ad23e23c;spectacles;1;H;male;23;0.2386;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;119cb0891c30160ef4a9b36706b73193b02187bb;glasses;0;H;male;24;0.4971;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;bedc2c4881a8e0eb13a84ffa9cd6f73bbc38bf0a;glasses;0;H;male;26;0.1716;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;91fdd6580b0944c1b752f34adbbf230ef9b522f0;spectacles;1;H;male;23;0.4973;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;23db3ac7ac437a3d59fc4219cc84fc90562b72c1;glasses;0;H;male;28;0.5024;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;8fa6c60ac1c98efc113301e54b0b9be370d2e552;glasses;0;H;male;22;0.4351;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;e64b83b74c419beb4aa1dadfd0468c3371ffe1fe;glasses;0;H;male;23;0.1236;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;785b31cdb095bf8ca2e3bee23ae1381271560bbc;glasses;0;H;male;20;0.3688;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;e2d813385d6da8487d5a6780296fe313bc08fba1;glasses;0;H;male;20;0.3676;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;fad7d64f0dee2ec44e7cf184435282e7a3b83e62;spectacles;1;H;male;26;0.4082;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;388d9cbe24a95736a082209e85a777b462300bad;glasses;0;H;male;23;0.5998;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;88035f341a0060eada46729c0f94c6701f614ccd;glasses;0;H;male;28;0.4613;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;232e1752d1fec35337ba2822c198f455e32e36a1;glasses;0;H;male;24;0.397;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;141778a106365ab27938982bd036aefd6cf92aeb;glasses;0;H;male;27;0.4387;7;2;2;0;experiment 1;no prime;NA;NA
spectacles;fbd702a502d91d60708ff33251fab3ee1dec0c78;glasses;0;H;male;27;0.3775;7;2;2;0;experiment 1;no prime;NA;NA
